Fund,ISIN,Index,Sector,Allocation
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,Consumer Discretionary,10.47
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,Other,39.29
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,Financials,19.57
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,Health Care,14.59
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,Technology,14.31
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,Industrials,12.24
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,Industrials,46.66
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,Basic Materials,24.19
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,Other,13.13
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,Consumer Discretionary,10.9
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,Technology,5.12
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,Technology,41.32
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,Other,22.34
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,Telecommunication,15.86
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,Health Care,10.52
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,Consumer Discretionary,9.96
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,Industrials,44.68
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,Technology,43.88
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,Telecommunication,4.07
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,Other,3.93
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,Utilities,3.44
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,Consumer Discretionary,53.02
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,Industrials,37.3
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,Real Estate,6.26
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,Other,3.84
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,Telecommunication,0.32
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,Other,42.31
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,Financials,18.38
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,Health Care,14.46
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,Industrials,13.02
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,Consumer Staples,11.83
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,Other,42.27
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,Financials,18.39
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,Health Care,14.47
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,Industrials,13.03
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,Consumer Staples,11.84
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,Other,42.26
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,Financials,18.4
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,Health Care,14.47
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,Industrials,13.03
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,Consumer Staples,11.84
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,Other,42.32
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,Financials,19.62
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,Industrials,17.27
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,Health Care,10.89
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,Consumer Staples,9.9
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,Other,40.48
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,Financials,21.49
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,Industrials,15.21
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,Health Care,12.34
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,Consumer Discretionary,10.48
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,Other,41.66
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,Financials,20.1
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,Industrials,17.51
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,Health Care,10.87
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,Consumer Discretionary,9.86
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,Other,42.2
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,Financials,19.61
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,Industrials,17.41
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,Health Care,10.93
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,Consumer Discretionary,9.85
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,Other,40.45
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,Financials,21.49
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,Industrials,15.24
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,Health Care,12.34
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,Consumer Discretionary,10.48
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,Health Care,72.25
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,Other,19.86
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,Consumer Discretionary,4.51
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,Consumer Staples,2.18
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,Basic Materials,1.2
Xtrackers STOXX Europe 600 Health Care Swap UCITS ETF 1C,LU0292103222,STOXX Europe 600 Health Care,Health Care,75.85
Xtrackers STOXX Europe 600 Health Care Swap UCITS ETF 1C,LU0292103222,STOXX Europe 600 Health Care,Other,18.81
Xtrackers STOXX Europe 600 Health Care Swap UCITS ETF 1C,LU0292103222,STOXX Europe 600 Health Care,Consumer Discretionary,5.34
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,Industrials,89.62
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,Technology,5.11
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,Other,3.55
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,Basic Materials,1.45
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,Telecommunication,0.27
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,Consumer Discretionary,53.91
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,Consumer Staples,44.24
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,Other,1.28
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,Telecommunication,0.36
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,Industrials,0.21
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,Other,32.61
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,Financials,20.08
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,Health Care,18.51
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,Industrials,15.1
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,Technology,13.7
iShares STOXX Europe 600 Technology UCITS ETF (DE),DE000A0H08Q4,STOXX Europe 600 Technology,Technology,87.79
iShares STOXX Europe 600 Technology UCITS ETF (DE),DE000A0H08Q4,STOXX Europe 600 Technology,Consumer Discretionary,9.56
iShares STOXX Europe 600 Technology UCITS ETF (DE),DE000A0H08Q4,STOXX Europe 600 Technology,Telecommunication,2.43
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,Financials,51.67
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,Other,21.68
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,Consumer Discretionary,9.85
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,Utilities,8.51
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,Basic Materials,8.29
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,Consumer Discretionary,22.33
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,Technology,21.55
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,Industrials,20.69
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,Other,18.17
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,Health Care,17.26
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,Health Care,45.77
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,Financials,42.7
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,Consumer Discretionary,6.89
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,Other,3.51
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,Real Estate,1.13
iShares Healthcare Innovation UCITS ETF,IE00BYZK4776,STOXX Global Breakthrough Healthcare,Health Care,95.69
iShares Healthcare Innovation UCITS ETF,IE00BYZK4776,STOXX Global Breakthrough Healthcare,Other,2.49
iShares Healthcare Innovation UCITS ETF,IE00BYZK4776,STOXX Global Breakthrough Healthcare,Technology,1.82
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,Technology,85.26
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,Industrials,8.26
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,Real Estate,3.23
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,Other,2.29
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,Consumer Discretionary,0.96
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,Technology,85.26
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,Industrials,8.26
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,Real Estate,3.23
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,Other,2.29
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,Consumer Discretionary,0.96
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,Technology,51.72
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,Telecommunication,16.65
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,Consumer Discretionary,13.05
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,Industrials,10.81
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,Other,7.77
iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,STOXX Global Electric Vehicles & Driving Technology,Technology,44.17
iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,STOXX Global Electric Vehicles & Driving Technology,Consumer Discretionary,43.35
iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,STOXX Global Electric Vehicles & Driving Technology,Industrials,7.05
iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,STOXX Global Electric Vehicles & Driving Technology,Other,4.99
iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,STOXX Global Electric Vehicles & Driving Technology,Basic Materials,0.44
iShares STOXX Global Select Dividend 100 UCITS ETF (DE),DE000A0F5UH1,STOXX Global Select Dividend 100,Financials,37.66
iShares STOXX Global Select Dividend 100 UCITS ETF (DE),DE000A0F5UH1,STOXX Global Select Dividend 100,Other,34.74
iShares STOXX Global Select Dividend 100 UCITS ETF (DE),DE000A0F5UH1,STOXX Global Select Dividend 100,Utilities,9.48
iShares STOXX Global Select Dividend 100 UCITS ETF (DE),DE000A0F5UH1,STOXX Global Select Dividend 100,Industrials,9.09
iShares STOXX Global Select Dividend 100 UCITS ETF (DE),DE000A0F5UH1,STOXX Global Select Dividend 100,Energy,9.03
Amundi Japan TOPIX II UCITS ETF EUR Dist,FR0010245514,TOPIX,Other,29.81
Amundi Japan TOPIX II UCITS ETF EUR Dist,FR0010245514,TOPIX,Industrials,25.04
Amundi Japan TOPIX II UCITS ETF EUR Dist,FR0010245514,TOPIX,Consumer Discretionary,18.29
Amundi Japan TOPIX II UCITS ETF EUR Dist,FR0010245514,TOPIX,Financials,14.08
Amundi Japan TOPIX II UCITS ETF EUR Dist,FR0010245514,TOPIX,Technology,12.78
Amundi Japan TOPIX II UCITS ETF JPY Dist,FR0010377028,TOPIX,Other,29.81
Amundi Japan TOPIX II UCITS ETF JPY Dist,FR0010377028,TOPIX,Industrials,25.04
Amundi Japan TOPIX II UCITS ETF JPY Dist,FR0010377028,TOPIX,Consumer Discretionary,18.29
Amundi Japan TOPIX II UCITS ETF JPY Dist,FR0010377028,TOPIX,Financials,14.08
Amundi Japan TOPIX II UCITS ETF JPY Dist,FR0010377028,TOPIX,Technology,12.78
Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,FR0011475078,TOPIX (EUR Hedged),Other,29.81
Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,FR0011475078,TOPIX (EUR Hedged),Industrials,25.04
Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,FR0011475078,TOPIX (EUR Hedged),Consumer Discretionary,18.29
Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,FR0011475078,TOPIX (EUR Hedged),Financials,14.08
Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,FR0011475078,TOPIX (EUR Hedged),Technology,12.78
WisdomTree Emerging Markets Equity Income UCITS ETF Acc,IE00BDF12W49,WisdomTree Emerging Markets High Dividend,Other,41.29
WisdomTree Emerging Markets Equity Income UCITS ETF Acc,IE00BDF12W49,WisdomTree Emerging Markets High Dividend,Financials,26.25
WisdomTree Emerging Markets Equity Income UCITS ETF Acc,IE00BDF12W49,WisdomTree Emerging Markets High Dividend,Technology,13.92
WisdomTree Emerging Markets Equity Income UCITS ETF Acc,IE00BDF12W49,WisdomTree Emerging Markets High Dividend,Industrials,9.62
WisdomTree Emerging Markets Equity Income UCITS ETF Acc,IE00BDF12W49,WisdomTree Emerging Markets High Dividend,Consumer Discretionary,8.92
WisdomTree Emerging Markets Equity Income UCITS ETF,IE00BQQ3Q067,WisdomTree Emerging Markets High Dividend,Other,41.29
WisdomTree Emerging Markets Equity Income UCITS ETF,IE00BQQ3Q067,WisdomTree Emerging Markets High Dividend,Financials,26.25
WisdomTree Emerging Markets Equity Income UCITS ETF,IE00BQQ3Q067,WisdomTree Emerging Markets High Dividend,Technology,13.92
WisdomTree Emerging Markets Equity Income UCITS ETF,IE00BQQ3Q067,WisdomTree Emerging Markets High Dividend,Industrials,9.62
WisdomTree Emerging Markets Equity Income UCITS ETF,IE00BQQ3Q067,WisdomTree Emerging Markets High Dividend,Consumer Discretionary,8.92
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,DE000A14ND04,WisdomTree Emerging Markets SmallCap Dividend,Other,44.17
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,DE000A14ND04,WisdomTree Emerging Markets SmallCap Dividend,Technology,16.53
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,DE000A14ND04,WisdomTree Emerging Markets SmallCap Dividend,Industrials,14.97
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,DE000A14ND04,WisdomTree Emerging Markets SmallCap Dividend,Financials,12.39
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,DE000A14ND04,WisdomTree Emerging Markets SmallCap Dividend,Consumer Discretionary,11.94
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,IE00BQZJBM26,WisdomTree Emerging Markets SmallCap Dividend,Other,44.17
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,IE00BQZJBM26,WisdomTree Emerging Markets SmallCap Dividend,Technology,16.53
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,IE00BQZJBM26,WisdomTree Emerging Markets SmallCap Dividend,Industrials,14.97
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,IE00BQZJBM26,WisdomTree Emerging Markets SmallCap Dividend,Financials,12.39
WisdomTree Emerging Markets SmallCap Dividend UCITS ETF,IE00BQZJBM26,WisdomTree Emerging Markets SmallCap Dividend,Consumer Discretionary,11.94
WisdomTree Global Quality Dividend Growth UCITS ETF USD,IE00BZ56RN96,WisdomTree Global Developed Quality Dividend Growth,Other,30.32
WisdomTree Global Quality Dividend Growth UCITS ETF USD,IE00BZ56RN96,WisdomTree Global Developed Quality Dividend Growth,Technology,24.08
WisdomTree Global Quality Dividend Growth UCITS ETF USD,IE00BZ56RN96,WisdomTree Global Developed Quality Dividend Growth,Health Care,17.5
WisdomTree Global Quality Dividend Growth UCITS ETF USD,IE00BZ56RN96,WisdomTree Global Developed Quality Dividend Growth,Industrials,15.63
WisdomTree Global Quality Dividend Growth UCITS ETF USD,IE00BZ56RN96,WisdomTree Global Developed Quality Dividend Growth,Consumer Discretionary,12.47
WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc,IE00BZ56SW52,WisdomTree Global Developed Quality Dividend Growth,Other,30.32
WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc,IE00BZ56SW52,WisdomTree Global Developed Quality Dividend Growth,Technology,24.08
WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc,IE00BZ56SW52,WisdomTree Global Developed Quality Dividend Growth,Health Care,17.5
WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc,IE00BZ56SW52,WisdomTree Global Developed Quality Dividend Growth,Industrials,15.63
WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc,IE00BZ56SW52,WisdomTree Global Developed Quality Dividend Growth,Consumer Discretionary,12.47
WisdomTree US Efficient Core UCITS ETF USD Unhedged Acc,IE000KF370H3,WisdomTree US Efficient Core,Other,36.28
WisdomTree US Efficient Core UCITS ETF USD Unhedged Acc,IE000KF370H3,WisdomTree US Efficient Core,Technology,32.36
WisdomTree US Efficient Core UCITS ETF USD Unhedged Acc,IE000KF370H3,WisdomTree US Efficient Core,Financials,11.1
WisdomTree US Efficient Core UCITS ETF USD Unhedged Acc,IE000KF370H3,WisdomTree US Efficient Core,Consumer Discretionary,10.92
WisdomTree US Efficient Core UCITS ETF USD Unhedged Acc,IE000KF370H3,WisdomTree US Efficient Core,Health Care,9.34
Amundi MSCI New Energy ESG Screened UCITS ETF Dist,FR0010524777,World Alternative Energy CW,Utilities,43.4
Amundi MSCI New Energy ESG Screened UCITS ETF Dist,FR0010524777,World Alternative Energy CW,Industrials,28.02
Amundi MSCI New Energy ESG Screened UCITS ETF Dist,FR0010524777,World Alternative Energy CW,Other,11.79
Amundi MSCI New Energy ESG Screened UCITS ETF Dist,FR0010524777,World Alternative Energy CW,Technology,10.49
Amundi MSCI New Energy ESG Screened UCITS ETF Dist,FR0010524777,World Alternative Energy CW,Basic Materials,6.31
Amundi MSCI Water ESG Screened UCITS ETF Dist,FR0010527275,World Water,Industrials,60.25
Amundi MSCI Water ESG Screened UCITS ETF Dist,FR0010527275,World Water,Utilities,23.69
Amundi MSCI Water ESG Screened UCITS ETF Dist,FR0010527275,World Water,Other,12.69
Amundi MSCI Water ESG Screened UCITS ETF Dist,FR0010527275,World Water,Technology,2.27
Amundi MSCI Water ESG Screened UCITS ETF Dist,FR0010527275,World Water,Basic Materials,1.1
Vanguard LifeStrategy 20% Equity UCITS ETF,IE00BMVB5K07,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating,Other,88.3
Vanguard LifeStrategy 20% Equity UCITS ETF,IE00BMVB5K07,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating,Technology,3.95
Vanguard LifeStrategy 20% Equity UCITS ETF,IE00BMVB5K07,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating,Financials,3.03
Vanguard LifeStrategy 20% Equity UCITS ETF,IE00BMVB5K07,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating,Health Care,2.65
Vanguard LifeStrategy 20% Equity UCITS ETF,IE00BMVB5K07,Vanguard LifeStrategy 20% Equity UCITS ETF Accumulating,Consumer Discretionary,2.07
Vanguard LifeStrategy 40% Equity UCITS ETF,IE00BMVB5M21,Vanguard LifeStrategy 40% Equity UCITS ETF Accumulating,Other,76.65
Vanguard LifeStrategy 40% Equity UCITS ETF,IE00BMVB5M21,Vanguard LifeStrategy 40% Equity UCITS ETF Accumulating,Technology,7.9
Vanguard LifeStrategy 40% Equity UCITS ETF,IE00BMVB5M21,Vanguard LifeStrategy 40% Equity UCITS ETF Accumulating,Financials,5.94
Vanguard LifeStrategy 40% Equity UCITS ETF,IE00BMVB5M21,Vanguard LifeStrategy 40% Equity UCITS ETF Accumulating,Health Care,5.31
Vanguard LifeStrategy 40% Equity UCITS ETF,IE00BMVB5M21,Vanguard LifeStrategy 40% Equity UCITS ETF Accumulating,Industrials,4.2
Vanguard LifeStrategy 60% Equity UCITS ETF,IE00BMVB5P51,Vanguard LifeStrategy 60% Equity UCITS ETF Accumulating,Other,65.51
Vanguard LifeStrategy 60% Equity UCITS ETF,IE00BMVB5P51,Vanguard LifeStrategy 60% Equity UCITS ETF Accumulating,Technology,11.7
