Fund,ISIN,Index,Country,Allocation
Amundi Prime Eurozone UCITS ETF DR (C),LU2089238112,Solactive Euro 50,France,26.48
Amundi Prime Eurozone UCITS ETF DR (C),LU2089238112,Solactive Euro 50,Other,22.27
Amundi Prime Eurozone UCITS ETF DR (C),LU2089238112,Solactive Euro 50,Netherlands,15.66
Amundi Prime Eurozone UCITS ETF DR (C),LU2089238112,Solactive Euro 50,Italy,8.45
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,United States,69.57
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,Other,18.05
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,Japan,6.02
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,United Kingdom,3.42
Amundi Prime Global UCITS ETF DR (D),LU1931974692,Solactive GBS Developed Markets Large & Mid Cap,Canada,2.94
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,United States,69.57
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,Other,18.05
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,Japan,6.02
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,United Kingdom,3.42
Amundi Prime Global UCITS ETF DR (C),LU2089238203,Solactive GBS Developed Markets Large & Mid Cap,Canada,2.94
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,United States,46.0
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,Other,40.3
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,Japan,5.33
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,China,4.41
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Accumulating,IE0001UQQ933,Solactive Gerd Kommer Multifactor Equity,United Kingdom,3.96
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,United States,46.0
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,Other,40.3
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,Japan,5.33
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,China,4.41
L&G Gerd Kommer Multifactor Equity UCITS ETF USD Distributing,IE000FPWSL69,Solactive Gerd Kommer Multifactor Equity,United Kingdom,3.96
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,United States,37.35
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,Other,34.13
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,Japan,14.76
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,United Kingdom,7.16
VanEck Vectors Global Equal Weight UCITS ETF,NL0009690221,Solactive Global Equity,France,6.6
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,Other,37.76
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,United States,33.4
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,Japan,15.33
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,Germany,6.76
L&G Hydrogen Economy UCITS ETF USD Acc,IE00BMYDM794,Solactive Hydrogen Economy,South Korea,6.75
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,United States,52.9
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,Other,28.79
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,Japan,7.87
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,China,7.1
HANetf HAN-GINS Tech Megatrend Equal Weight UCITS ETF,IE00BDDRF700,Solactive Innovative Technologies,Australia,3.34
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,United States,52.24
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,Other,27.62
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,Japan,10.06
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,United Kingdom,5.75
Amundi Smart City UCITS ETF (C),LU2037748345,Solactive Smart City,Switzerland,4.33
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,United States,59.33
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,Other,19.93
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,United Kingdom,10.29
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,China,6.43
HANetf The Travel UCITS ETF,IE00BMFNW783,Solactive Travel,Ireland,4.02
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,United Kingdom,23.95
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,Other,21.65
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,France,21.47
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,Switzerland,18.59
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,STOXX Europe 50,Germany,14.34
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,United Kingdom,23.97
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,Other,21.57
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,France,21.49
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,Switzerland,18.61
Deka STOXX Europe 50 UCITS ETF,DE000ETFL250,STOXX Europe 50,Germany,14.36
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,United Kingdom,23.97
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,Other,21.57
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,France,21.49
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,Switzerland,18.61
iShares STOXX Europe 50 UCITS ETF,IE0008470928,STOXX Europe 50,Germany,14.36
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,Other,34.33
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,United Kingdom,22.09
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,France,15.77
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,Switzerland,14.42
iShares STOXX Europe 600 UCITS ETF (DE),DE0002635307,STOXX Europe 600,Germany,13.39
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,Other,34.07
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,United Kingdom,20.15
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,France,15.66
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,Switzerland,15.53
Amundi STOXX Europe 600 ESG II UCITS ETF Dist,DE000ETF9603,STOXX Europe 600,Germany,14.59
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,Other,33.85
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,United Kingdom,21.89
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,France,16.14
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,Switzerland,14.46
Xtrackers STOXX Europe 600 UCITS ETF 1C,LU0328475792,STOXX Europe 600,Germany,13.66
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,Other,34.15
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,United Kingdom,22.24
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,France,15.7
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,Switzerland,14.45
Amundi Stoxx Europe 600 UCITS ETF Acc,LU0908500753,STOXX Europe 600,Germany,13.46
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,Other,35.53
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,United Kingdom,20.12
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,Switzerland,15.56
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,Germany,14.63
Amundi STOXX Europe 600 UCITS ETF EUR (C),LU1681040223,STOXX Europe 600,France,14.16
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,STOXX Europe 600 Automobiles & Parts,Germany,41.77
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,STOXX Europe 600 Automobiles & Parts,Italy,23.76
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,STOXX Europe 600 Automobiles & Parts,France,16.87
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,STOXX Europe 600 Automobiles & Parts,Netherlands,12.47
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,STOXX Europe 600 Automobiles & Parts,Other,3.44
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,STOXX Europe 600 Automobiles & Parts,Belgium,1.69
iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,STOXX Europe 600 Banks,Other,36.57
iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,STOXX Europe 600 Banks,United Kingdom,26.13
iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,STOXX Europe 600 Banks,Spain,14.4
iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,STOXX Europe 600 Banks,Italy,13.72
iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,STOXX Europe 600 Banks,France,9.18
iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),DE000A0F5UK5,STOXX Europe 600 Basic Resources,United Kingdom,47.41
iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),DE000A0F5UK5,STOXX Europe 600 Basic Resources,Other,18.23
iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),DE000A0F5UK5,STOXX Europe 600 Basic Resources,Switzerland,14.79
iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),DE000A0F5UK5,STOXX Europe 600 Basic Resources,Sweden,9.86
iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),DE000A0F5UK5,STOXX Europe 600 Basic Resources,Finland,9.71
Xtrackers STOXX Europe 600 Basic Resources Swap UCITS ETF 1C,LU0292100806,STOXX Europe 600 Basic Resources,Switzerland,29.0
Xtrackers STOXX Europe 600 Basic Resources Swap UCITS ETF 1C,LU0292100806,STOXX Europe 600 Basic Resources,Other,24.78
Xtrackers STOXX Europe 600 Basic Resources Swap UCITS ETF 1C,LU0292100806,STOXX Europe 600 Basic Resources,France,20.75
Xtrackers STOXX Europe 600 Basic Resources Swap UCITS ETF 1C,LU0292100806,STOXX Europe 600 Basic Resources,United Kingdom,17.93
Xtrackers STOXX Europe 600 Basic Resources Swap UCITS ETF 1C,LU0292100806,STOXX Europe 600 Basic Resources,Germany,7.54
iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),DE000A0H08H3,STOXX Europe 600 Food & Beverage,Switzerland,34.9
iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),DE000A0H08H3,STOXX Europe 600 Food & Beverage,Other,22.76
iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),DE000A0H08H3,STOXX Europe 600 Food & Beverage,United Kingdom,17.88
iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),DE000A0H08H3,STOXX Europe 600 Food & Beverage,France,13.21
iShares STOXX Europe 600 Food & Beverage UCITS ETF (DE),DE000A0H08H3,STOXX Europe 600 Food & Beverage,Belgium,11.25
Xtrackers STOXX Europe 600 Food & Beverage Swap UCITS ETF 1C,LU0292105359,STOXX Europe 600 Food & Beverage,United Kingdom,35.31
Xtrackers STOXX Europe 600 Food & Beverage Swap UCITS ETF 1C,LU0292105359,STOXX Europe 600 Food & Beverage,Other,25.65
Xtrackers STOXX Europe 600 Food & Beverage Swap UCITS ETF 1C,LU0292105359,STOXX Europe 600 Food & Beverage,France,21.95
Xtrackers STOXX Europe 600 Food & Beverage Swap UCITS ETF 1C,LU0292105359,STOXX Europe 600 Food & Beverage,Belgium,9.88
Xtrackers STOXX Europe 600 Food & Beverage Swap UCITS ETF 1C,LU0292105359,STOXX Europe 600 Food & Beverage,Germany,7.21
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,Other,31.49
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,Switzerland,31.26
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,United Kingdom,19.9
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,France,12.12
iShares STOXX Europe 600 Health Care UCITS ETF (DE),DE000A0Q4R36,STOXX Europe 600 Health Care,Germany,5.23
Xtrackers STOXX Europe 600 Health Care Swap UCITS ETF 1C,LU0292103222,STOXX Europe 600 Health Care,Switzerland,37.51
Xtrackers STOXX Europe 600 Health Care Swap UCITS ETF 1C,LU0292103222,STOXX Europe 600 Health Care,Other,25.63
Xtrackers STOXX Europe 600 Health Care Swap UCITS ETF 1C,LU0292103222,STOXX Europe 600 Health Care,United Kingdom,19.36
Xtrackers STOXX Europe 600 Health Care Swap UCITS ETF 1C,LU0292103222,STOXX Europe 600 Health Care,France,14.72
Xtrackers STOXX Europe 600 Health Care Swap UCITS ETF 1C,LU0292103222,STOXX Europe 600 Health Care,Netherlands,2.78
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,Other,36.44
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,France,20.51
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,Germany,16.92
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,United Kingdom,15.85
iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF (DE),DE000A0H08J9,STOXX Europe 600 Industrial Goods & Services,Sweden,10.28
Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,LU0292106084,STOXX Europe 600 Industrial Goods & Services,Other,32.44
Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,LU0292106084,STOXX Europe 600 Industrial Goods & Services,France,21.22
Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,LU0292106084,STOXX Europe 600 Industrial Goods & Services,Germany,17.65
Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,LU0292106084,STOXX Europe 600 Industrial Goods & Services,Sweden,17.41
Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,LU0292106084,STOXX Europe 600 Industrial Goods & Services,United Kingdom,11.28
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,France,39.91
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,United Kingdom,33.78
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,Switzerland,9.69
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,Germany,8.41
iShares STOXX Europe 600 Personal & Household Goods UCITS ETF (DE),DE000A0H08N1,STOXX Europe 600 Personal & Household Goods,Other,8.21
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,Other,29.38
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,Switzerland,20.18
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,United Kingdom,17.82
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,France,16.98
SPDR STOXX Europe 600 SRI UCITS ETF,IE00BK5H8015,STOXX Europe 600 SRI,Germany,15.64
iShares STOXX Europe 600 Technology UCITS ETF (DE),DE000A0H08Q4,STOXX Europe 600 Technology,Netherlands,45.71
iShares STOXX Europe 600 Technology UCITS ETF (DE),DE000A0H08Q4,STOXX Europe 600 Technology,Germany,24.01
iShares STOXX Europe 600 Technology UCITS ETF (DE),DE000A0H08Q4,STOXX Europe 600 Technology,Other,15.37
iShares STOXX Europe 600 Technology UCITS ETF (DE),DE000A0H08Q4,STOXX Europe 600 Technology,France,9.43
iShares STOXX Europe 600 Technology UCITS ETF (DE),DE000A0H08Q4,STOXX Europe 600 Technology,Switzerland,5.48
Xtrackers STOXX Europe 600 Technology Swap UCITS ETF 1C,LU0292104469,STOXX Europe 600 Technology,Netherlands,42.56
Xtrackers STOXX Europe 600 Technology Swap UCITS ETF 1C,LU0292104469,STOXX Europe 600 Technology,Germany,18.19
Xtrackers STOXX Europe 600 Technology Swap UCITS ETF 1C,LU0292104469,STOXX Europe 600 Technology,France,16.58
Xtrackers STOXX Europe 600 Technology Swap UCITS ETF 1C,LU0292104469,STOXX Europe 600 Technology,Other,12.98
Xtrackers STOXX Europe 600 Technology Swap UCITS ETF 1C,LU0292104469,STOXX Europe 600 Technology,United Kingdom,9.69
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,Other,39.78
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,United Kingdom,21.49
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,Netherlands,15.81
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,France,11.52
iShares STOXX Europe Select Dividend 30 UCITS ETF (DE),DE0002635299,STOXX Europe Select Dividend 30,Germany,11.4
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,Other,29.78
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,Netherlands,21.55
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,Switzerland,17.64
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,France,15.74
Deka STOXX Europe Strong Growth 20 UCITS ETF,DE000ETFL037,STOXX Europe Strong Growth 20,Italy,15.29
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,United States,50.54
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,Other,33.14
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,Japan,6.49
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,United Kingdom,5.75
iShares Ageing Population UCITS ETF,IE00BYZK4669,STOXX Global Ageing Population,Switzerland,4.08
iShares Healthcare Innovation UCITS ETF,IE00BYZK4776,STOXX Global Breakthrough Healthcare,United States,63.06
iShares Healthcare Innovation UCITS ETF,IE00BYZK4776,STOXX Global Breakthrough Healthcare,Other,22.18
iShares Healthcare Innovation UCITS ETF,IE00BYZK4776,STOXX Global Breakthrough Healthcare,Switzerland,5.97
iShares Healthcare Innovation UCITS ETF,IE00BYZK4776,STOXX Global Breakthrough Healthcare,Japan,4.69
iShares Healthcare Innovation UCITS ETF,IE00BYZK4776,STOXX Global Breakthrough Healthcare,South Korea,4.1
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,United States,63.3
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,Other,16.88
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,Japan,12.73
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,Israel,3.65
iShares Digital Security UCITS ETF USD (Dist),IE00BG0J4841,STOXX Global Digital Security,Taiwan,3.44
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,United States,63.3
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,Other,16.88
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,Japan,12.73
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,Israel,3.65
iShares Digital Security UCITS ETF USD (Acc),IE00BG0J4C88,STOXX Global Digital Security,Taiwan,3.44
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,United States,68.41
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,Other,19.34
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,Japan,5.43
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,South Korea,3.55
iShares Digitalisation UCITS ETF,IE00BYZK4883,STOXX Global Digitalisation,Canada,3.27
iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IE00BGL86Z12,STOXX Global Electric Vehicles & Driving Technology,United States,35.43
